0.2250, 410, 1597, 10155, 45189, 99511, 39441, 7966
0.2275, 384, 1453, 9137, 40934, 97067, 40482, 8141
0.2300, 361, 1272, 8092, 36784, 94055, 41896, 8303
0.2325, 342, 1086, 7118, 32976, 90797, 43808, 8456
0.2350, 329, 931, 6312, 29744, 87612, 46343, 8607
0.2375, 321, 834, 5749, 27271, 84792, 49588, 8804
0.2400, 318, 788, 5397, 25516, 82500, 53468, 9265
0.2425, 319, 784, 5203, 24386, 80873, 57866, 10253
0.2450, 324, 808, 5109, 23788, 80046, 62668, 12029
0.2475, 330, 849, 5069, 23611, 80033, 67730, 14726
0.2500, 338, 895, 5065, 23682, 80368, 72789, 17961
0.2525, 346, 934, 5087, 23810, 80468, 77557, 21220
0.2550, 353, 954, 5127, 23806, 79746, 81741, 23991
0.2575, 359, 946, 5165, 23502, 77744, 85108, 25881
0.2600, 363, 915, 5156, 22828, 74503, 87641, 26984
0.2625, 365, 866, 5044, 21737, 70193, 89381, 27512
0.2650, 367, 807, 4774, 20184, 64983, 90369, 27679
0.2675, 367, 744, 4319, 18184, 59123, 90666, 27718
0.2700, 366, 685, 3771, 16013, 53187, 90426, 27943
0.2725, 363, 636, 3246, 14008, 47831, 89824, 28688
0.2750, 360, 603, 2866, 12508, 43711, 89036, 30286
0.2775, 356, 593, 2712, 11743, 41259, 88192, 32929
0.2800, 351, 600, 2726, 11507, 40008, 87253, 36239
0.2825, 345, 619, 2812, 11490, 39265, 86132, 39697
0.2850, 339, 643, 2874, 11377, 38339, 84743, 42784
0.2875, 332, 666, 2838, 10927, 36693, 83013, 45095
0.2900, 325, 682, 2706, 10185, 34402, 80918, 46688
0.2925, 317, 685, 2500, 9264, 31699, 78446, 47731
0.2950, 309, 669, 2243, 8280, 28814, 75583, 48398
0.2975, 301, 630, 1959, 7332, 25958, 72340, 48858
0.3000, 293, 575, 1669, 6457, 23267, 68817, 49283
0.3025, 285, 514, 1396, 5681, 20854, 65134, 49843
0.3050, 278, 455, 1163, 5025, 18836, 61414, 50710
0.3075, 270, 406, 986, 4506, 17284, 57759, 51988
0.3100, 262, 367, 862, 4104, 16107, 54201, 53513
0.3125, 255, 338, 781, 3792, 15170, 50753, 55053
0.3150, 248, 317, 732, 3543, 14339, 47428, 56378
0.3175, 241, 303, 705, 3331, 13497, 44234, 57272
0.3200, 235, 294, 691, 3128, 12593, 41161, 57586
0.3225, 228, 290, 679, 2907, 11598, 38191, 57186
0.3250, 222, 289, 659, 2641, 10478, 35309, 55937
0.3275, 216, 290, 625, 2316, 9232, 32506, 53811
0.3300, 210, 292, 579, 1967, 7969, 29807, 51208
0.3325, 205, 294, 529, 1641, 6829, 27245, 48632
0.3350, 199, 294, 482, 1386, 5954, 24853, 46586
0.3375, 194, 292, 442, 1236, 5434, 22656, 45403
0.3400, 189, 288, 411, 1168, 5175, 20656, 44721
0.3425, 184, 281, 386, 1147, 5035, 18846, 44010
0.3450, 179, 273, 367, 1136, 4870, 17221, 42734
0.3475, 174, 264, 352, 1108, 4575, 15777, 40523
0.3500, 170, 255, 341, 1062, 4188, 14510, 37649
0.3525, 165, 245, 333, 1009, 3784, 13421, 34545
0.3550, 161, 235, 325, 956, 3438, 12508, 31645
0.3575, 157, 226, 318, 912, 3206, 11765, 29303
0.3600, 153, 217, 311, 875, 3071, 11168, 27551
0.3625, 149, 209, 303, 845, 2998, 10686, 26341
0.3650, 145, 202, 296, 820, 2951, 10291, 25626
0.3675, 142, 194, 289, 797, 2901, 9951, 25315
0.3700, 138, 188, 282, 777, 2846, 9638, 25148
0.3725, 135, 182, 275, 757, 2790, 9322, 24822
0.3750, 131, 176, 269, 735, 2738, 8972, 24034
0.3775, 128, 170, 262, 711, 2689, 8566, 22576
0.3800, 125, 165, 255, 682, 2622, 8107, 20628
0.3825, 122, 161, 249, 646, 2513, 7604, 18467
0.3850, 119, 156, 242, 603, 2335, 7068, 16370
0.3875, 116, 152, 236, 552, 2075, 6509, 14568
0.3900, 113, 148, 230, 497, 1776, 5946, 13116
0.3925, 111, 144, 223, 443, 1490, 5397, 12025
0.3950, 108, 141, 217, 396, 1271, 4884, 11307
0.3975, 105, 137, 211, 358, 1157, 4420, 10934
0.4000, 103, 134, 205, 330, 1114, 4004, 10719
0.4025, 100, 131, 200, 308, 1094, 3631, 10438
0.4050, 98, 128, 194, 290, 1046, 3294, 9867
0.4075, 96, 125, 188, 274, 936, 2988, 8863
0.4100, 93, 122, 183, 260, 785, 2712, 7618
0.4125, 91, 119, 178, 246, 630, 2466, 6406
0.4150, 89, 116, 172, 234, 507, 2248, 5503
0.4175, 86, 113, 167, 222, 445, 2059, 5099
0.4200, 84, 110, 162, 212, 430, 1894, 5048
0.4225, 82, 108, 157, 203, 443, 1753, 5120
0.4250, 80, 105, 152, 195, 462, 1632, 5083
0.4275, 78, 102, 148, 187, 471, 1528, 4769
0.4300, 76, 100, 143, 180, 468, 1440, 4250
0.4325, 74, 97, 139, 174, 458, 1366, 3660
0.4350, 72, 95, 134, 168, 443, 1303, 3131
0.4375, 70, 92, 130, 163, 426, 1250, 2771
0.4400, 68, 90, 126, 159, 408, 1203, 2573
0.4425, 66, 87, 122, 154, 389, 1161, 2505
0.4450, 64, 85, 117, 150, 369, 1120, 2534
0.4475, 63, 83, 114, 147, 350, 1077, 2624
0.4500, 61, 81, 110, 143, 330, 1031, 2721
0.4525, 59, 78, 106, 140, 311, 979, 2766
0.4550, 58, 76, 102, 136, 293, 920, 2701
0.4575, 56, 74, 99, 133, 275, 853, 2490
0.4600, 54, 72, 95, 129, 259, 781, 2181
0.4625, 53, 70, 92, 126, 244, 705, 1846
0.4650, 51, 68, 89, 122, 230, 631, 1555
0.4675, 50, 66, 85, 118, 217, 561, 1362
0.4700, 48, 64, 82, 115, 205, 495, 1250
0.4725, 47, 62, 79, 111, 193, 435, 1184
0.4750, 46, 61, 76, 107, 182, 381, 1131
0.4775, 44, 59, 73, 104, 173, 333, 1061
0.4800, 43, 57, 71, 100, 163, 292, 971
0.4825, 42, 55, 68, 96, 155, 258, 861
0.4850, 40, 54, 65, 93, 147, 229, 731
0.4875, 39, 52, 63, 89, 140, 206, 587
0.4900, 38, 51, 60, 86, 133, 189, 442
0.4925, 37, 49, 58, 82, 126, 175, 313
0.4950, 36, 47, 55, 79, 120, 166, 218
0.4975, 34, 46, 53, 76, 115, 159, 169
0.5000, 33, 45, 51, 72, 110, 154, 158
0.5025, 32, 43, 49, 69, 105, 150, 173
0.5050, 31, 42, 47, 66, 100, 147, 201
0.5075, 30, 40, 45, 63, 95, 143, 233
0.5100, 29, 39, 43, 61, 91, 139, 264
0.5125, 28, 38, 41, 58, 87, 135, 291
0.5150, 27, 37, 39, 55, 83, 131, 313
0.5175, 27, 35, 37, 53, 79, 126, 326
0.5200, 26, 34, 36, 51, 75, 121, 329
0.5225, 25, 33, 34, 48, 71, 116, 318
0.5250, 24, 32, 33, 46, 68, 110, 293
0.5275, 23, 31, 31, 44, 65, 105, 251
0.5300, 22, 30, 30, 42, 62, 99, 199
0.5325, 22, 29, 28, 40, 59, 93, 144
0.5350, 21, 28, 27, 38, 56, 87, 95
0.5375, 20, 27, 26, 37, 53, 80, 57
0.5400, 20, 26, 25, 35, 51, 74, 31
0.5425, 19, 25, 23, 33, 48, 67, 13
0.5450, 18, 24, 22, 32, 46, 61, 4
0.5475, 18, 23, 21, 31, 44, 55, 1
0.5500, 17, 22, 20, 29, 42, 49, 2
0.5525, 16, 21, 19, 28, 40, 44, 6
0.5550, 16, 21, 18, 27, 38, 39, 11
0.5575, 15, 20, 18, 26, 36, 34, 15
0.5600, 15, 19, 17, 25, 34, 31, 19
0.5625, 14, 19, 16, 24, 33, 27, 22
0.5650, 14, 18, 15, 23, 31, 24, 25
0.5675, 13, 17, 15, 22, 30, 22, 27
0.5700, 13, 17, 14, 21, 29, 20, 28
0.5725, 13, 16, 13, 20, 28, 18, 30
0.5750, 12, 15, 13, 19, 26, 17, 30
0.5775, 12, 15, 12, 19, 25, 16, 31
0.5800, 11, 14, 12, 18, 24, 15, 31
0.5825, 11, 14, 11, 17, 23, 15, 30
0.5850, 11, 13, 11, 17, 23, 14, 30
0.5875, 10, 13, 11, 16, 22, 14, 29
0.5900, 10, 12, 10, 16, 21, 14, 28
0.5925, 10, 12, 10, 15, 20, 15, 27
0.5950, 9, 11, 10, 15, 20, 15, 26
0.5975, 9, 11, 10, 14, 19, 15, 25
0.6000, 9, 11, 9, 14, 18, 16, 23
0.6025, 9, 10, 9, 13, 18, 16, 22
0.6050, 8, 10, 9, 13, 17, 17, 21
0.6075, 8, 10, 9, 13, 17, 17, 19
0.6100, 8, 9, 9, 12, 16, 18, 18
0.6125, 8, 9, 9, 12, 16, 18, 17
0.6150, 8, 9, 9, 12, 15, 18, 16
0.6175, 8, 8, 9, 11, 15, 19, 15
0.6200, 7, 8, 9, 11, 15, 19, 14
0.6225, 7, 8, 9, 11, 14, 19, 13
0.6250, 7, 8, 9, 10, 14, 19, 13
0.6275, 7, 7, 9, 10, 14, 19, 12
0.6300, 7, 7, 9, 10, 13, 19, 11
0.6325, 7, 7, 9, 10, 13, 19, 11
0.6350, 7, 7, 9, 10, 13, 19, 10
0.6375, 6, 7, 9, 9, 12, 19, 9
0.6400, 6, 6, 9, 9, 12, 19, 9
0.6425, 6, 6, 9, 9, 12, 19, 9
0.6450, 6, 6, 9, 9, 12, 19, 8
0.6475, 6, 6, 9, 9, 12, 19, 8
0.6500, 6, 6, 9, 9, 11, 19, 8
0.6525, 6, 6, 10, 8, 11, 18, 7
0.6550, 6, 6, 10, 8, 11, 18, 7
0.6575, 6, 6, 10, 8, 11, 18, 7
0.6600, 6, 6, 10, 8, 11, 18, 7
0.6625, 6, 6, 10, 8, 11, 18, 7
0.6650, 6, 6, 10, 8, 11, 17, 7
0.6675, 6, 5, 11, 8, 10, 17, 7
0.6700, 6, 5, 11, 8, 10, 17, 7
0.6725, 6, 5, 11, 8, 10, 16, 7
0.6750, 6, 5, 11, 8, 10, 16, 7
0.6775, 6, 5, 11, 8, 10, 16, 7
0.6800, 6, 5, 11, 7, 10, 15, 7
0.6825, 6, 5, 11, 7, 10, 15, 7
0.6850, 6, 5, 12, 7, 10, 14, 7
0.6875, 6, 5, 12, 7, 10, 14, 7
0.6900, 6, 5, 12, 7, 10, 14, 7
0.6925, 5, 5, 12, 7, 10, 13, 7
0.6950, 5, 5, 12, 7, 10, 13, 8
0.6975, 5, 5, 12, 7, 10, 13, 8
0.7000, 5, 5, 12, 7, 10, 12, 8
0.7025, 5, 5, 12, 7, 10, 12, 8
0.7050, 5, 5, 12, 7, 10, 11, 8
0.7075, 5, 5, 12, 7, 10, 11, 8
0.7100, 5, 5, 12, 7, 10, 11, 9
0.7125, 5, 5, 12, 7, 10, 10, 9
0.7150, 5, 5, 12, 7, 10, 10, 9
0.7175, 5, 5, 12, 7, 10, 10, 9
0.7200, 5, 5, 12, 7, 10, 9, 9
0.7225, 5, 5, 12, 7, 10, 9, 10
0.7250, 5, 5, 12, 7, 10, 9, 10
0.7275, 5, 5, 12, 7, 10, 8, 10
0.7300, 5, 5, 11, 7, 10, 8, 10
0.7325, 5, 5, 11, 7, 9, 8, 10
0.7350, 5, 5, 11, 7, 9, 8, 10
0.7375, 5, 5, 11, 7, 9, 7, 10
0.7400, 4, 5, 10, 7, 9, 7, 10
0.7425, 4, 5, 10, 7, 9, 7, 10
0.7450, 4, 5, 10, 7, 9, 7, 10
0.7475, 4, 5, 9, 6, 9, 7, 10
0.7500, 4, 5, 9, 6, 9, 7, 10
0.7525, 4, 5, 8, 6, 9, 7, 10
0.7550, 4, 5, 8, 6, 9, 7, 10
0.7575, 3, 5, 7, 6, 9, 7, 10
0.7600, 3, 5, 6, 6, 9, 7, 10
0.7625, 3, 5, 6, 6, 8, 7, 9
0.7650, 3, 4, 5, 6, 8, 7, 9
0.7675, 3, 4, 4, 6, 8, 7, 9
0.7700, 2, 4, 4, 6, 8, 7, 9
0.7725, 2, 4, 3, 5, 8, 7, 8
0.7750, 2, 4, 2, 5, 8, 8, 8
0.7775, 2, 4, 1, 5, 7, 8, 7
0.7800, 1, 4, 0, 5, 7, 8, 7
0.7825, 1, 3, 1, 5, 7, 9, 6
0.7850, 1, 3, 1, 5, 7, 9, 5
0.7875, 1, 3, 1, 4, 6, 10, 5
0.7900, 1, 3, 1, 4, 6, 10, 4
0.7925, 1, 3, 1, 4, 6, 11, 3
