z_bin_centre,PDF_val,PDF_tot
0.0050000000000000001,0.40633781413693615,7888.4039053897795
0.014999999999999999,0.57653591699389117,11192.530010705395
0.024999999999999998,0.88278868310239467,17137.941518462831
0.034999999999999996,0.85531640678090737,16604.610865285336
0.044999999999999991,0.86359668909808729,16765.359407744541
0.054999999999999986,1.0,19413.413251101909
0.064999999999999988,0.44886894715999393,8714.0783668039876
0.074999999999999997,0.56286497260385882,10927.130317728865
0.084999999999999992,0.37312289707138041,7243.5889942950698
0.094999999999999987,0.24001140858909334,4659.4406599191389
0.10499999999999998,0.2668667923080737,5180.7953220726185
0.11499999999999999,0.17813464684031063,3458.2015134500448
0.12499999999999999,0.19258045313226241,3738.6439207410731
0.13499999999999998,0.15578477298611584,3024.3141762085638
0.14499999999999999,0.10274561508867244,1994.6430854550495
0.15499999999999997,0.075370967907689879,1463.2077471275231
0.16499999999999998,0.072683420153892953,1411.0332719509929
0.17499999999999999,0.05528199620609809,1073.21223769483
0.18499999999999997,0.042385393695946905,822.84516363006685
0.19499999999999998,0.035701939794509169,693.09651109676679
0.20499999999999996,0.035817710611255105,695.34401780467317
0.21499999999999997,0.024146007543827615,468.7564228125496
0.22499999999999998,0.023663965503948003,459.39834148796257
0.23499999999999996,0.016146947784134568,313.46737007736857
0.24499999999999997,0.015770978333190164,306.16851975639497
0.25499999999999995,0.020005644689430026,388.3778477106174
0.26499999999999996,0.019156194420357354,371.88711860084987
0.27499999999999997,0.0161016755857647,312.58848218162848
0.28499999999999998,0.017611858582480537,341.90628878166052
0.29499999999999998,0.017439110531536541,338.55265948036231
0.30499999999999994,0.013517238868337509,262.41574416489311
0.31499999999999995,0.013119885005353511,254.70174941586305
0.32499999999999996,0.012366128360400359,240.06876017662341
0.33499999999999996,0.0099422072366935465,193.01217771402776
0.34499999999999997,0.0096014128610212683,186.39619566545056
0.35499999999999993,0.0076339429149767961,148.20088854376604
0.36499999999999994,0.0074721911284931991,145.06073426865598
0.37499999999999994,0.0079479716217209454,154.29725760049931
0.38499999999999995,0.0060947539793721056,118.31997766534852
0.39499999999999996,0.0049847472655859919,96.770958619121089
0.40499999999999992,0.0049793554949871853,96.666285948331321
0.41499999999999992,0.0034749288785008979,67.460230336526024
0.42499999999999993,0.0037032945488575009,71.893587467523673
0.43499999999999994,0.0030672478598245002,59.545750246330911
0.44499999999999995,0.0026232470322890716,50.926178697554413
0.45499999999999996,0.0035576829517219802,69.066769358178831
0.46499999999999991,0.002814901747880791,54.646850892858865
0.47499999999999992,0.0026057128897992352,50.585781143395515
0.48499999999999993,0.0016456991068042721,31.948636847360625
0.49499999999999994,0.0014223307680725327,27.612294980349258
0.50499999999999989,0.0014999398223385267,29.118951622842197
0.5149999999999999,0.001881793894068295,36.532042518948096
0.52499999999999991,0.0025337940269665707,49.189590538675688
0.53499999999999992,0.0032886899645354563,63.844697336278486
0.54499999999999993,0.0005682302053659304,11.031287798527311
0.55499999999999994,0.00051539208719653541,10.005519575094288
0.56499999999999995,0.00047070969595209211,9.1380818488184943
0.57499999999999996,0.00043296125142199422,8.4052556955694069
0.58499999999999996,0.0003902667428240036,7.5764095566038918
0.59499999999999986,0.00036334087149093842,7.053686489269098
0.60499999999999987,0.00033722327211913137,6.5466547395374883
0.61499999999999988,0.00031004512470015851,6.0190341322935996
0.62499999999999989,0.00029892482713605306,5.8031512002063996
0.6349999999999999,0.00028589817331510102,5.550259386301212
0.64499999999999991,0.00026641121657875567,5.1719510421721955
0.65499999999999992,0.00025726746979105869,4.9944397071191986
0.66499999999999992,0.00023680620833306355,4.5972167827962949
0.67499999999999993,0.00022688938898710075,4.4046974706965969
0.68499999999999994,0.00022232569499677863,4.3161005933109031
0.69499999999999995,0.00020967945702857546,4.0705939495623999
0.70499999999999985,0.00020400962431108298,3.9605231439531003
0.71499999999999986,0.00018440598011997735,3.5799494980436033
0.72499999999999987,0.00018570686421610902,3.6052040985935938
0.73499999999999988,0.00017616415747748979,3.4199475891427036
0.74499999999999988,0.00017069277123746453,3.3137293070087006
0.75499999999999989,0.00016644166811051112,3.2312008852321021
0.7649999999999999,0.00015781765619086075,3.0637793779535007
0.77499999999999991,0.00015669203029692054,3.0419271373082983
0.78499999999999992,0.00015340922009106036,2.9781965861569999
0.79499999999999993,0.00014947393902289141,2.9017993485213984
