z_bin_centre,PDF_val
0.0050000000000000001,0.0024516696582206317
0.014999999999999999,0.0016090619603157563
0.024999999999999998,0.0024173580666716822
0.034999999999999996,0.0023363529866667599
0.044999999999999991,0.0027420624009067045
0.054999999999999986,0.0055297317158354876
0.064999999999999988,0.0026075745813785548
0.074999999999999997,0.0046505081423560456
0.084999999999999992,0.0059179911226420641
0.094999999999999987,0.0038515821257530036
0.10499999999999998,0.0058435447881268459
0.11499999999999999,0.005682491685618735
0.12499999999999999,0.0077304310426191073
0.13499999999999998,0.0094479975443092327
0.14499999999999999,0.014298560969782397
0.15499999999999997,0.011015810498868956
0.16499999999999998,0.016307681262807416
0.17499999999999999,0.022344229880251559
0.18499999999999997,0.036292378773920456
0.19499999999999998,0.038477009148242612
0.20499999999999996,0.057346125500408102
0.21499999999999997,0.067408994858883631
0.22499999999999998,0.074771968522932206
0.23499999999999996,0.07062481535769119
0.24499999999999997,0.092807796735166856
0.25499999999999995,0.23417021817701827
0.26499999999999996,0.24213992134925016
0.27499999999999997,0.27388366049353896
0.28499999999999998,0.4163443217924494
0.29499999999999998,0.50488889784218416
0.30499999999999994,0.54554193192823297
0.31499999999999995,0.69524266517857236
0.32499999999999996,0.82220006769512644
0.33499999999999996,0.79053500433002344
0.34499999999999997,0.9200229179224263
0.35499999999999993,0.8706475534926279
0.36499999999999994,0.90609370337536033
0.37499999999999994,1.0
0.38499999999999995,0.78307805614265924
0.39499999999999996,0.63867892213625088
0.40499999999999992,0.55852055646630361
0.41499999999999992,0.35456744176302463
0.42499999999999993,0.32282430187753142
0.43499999999999994,0.20115795311025317
0.44499999999999995,0.15844486497699931
0.45499999999999996,0.15894832287911909
0.46499999999999991,0.10001626315937547
0.47499999999999992,0.068314878590401626
0.48499999999999993,0.039605628579213237
0.49499999999999994,0.017144896410099218
0.50499999999999989,0.013540726307349442
0.5149999999999999,0.023679848338761102
0.52499999999999991,0.018258789866272818
0.53499999999999992,0.0030850352767702034
0.54499999999999993,0.002399681974880761
0.55499999999999994,0.0019223005740267806
0.56499999999999995,0.0015651862679871658
0.57499999999999996,0.0013078641344950995
0.58499999999999996,0.0010973863841668623
0.59499999999999986,0.00093505419970231225
0.60499999999999987,0.00079567218580546171
0.61499999999999988,0.00069334947740382015
0.62499999999999989,0.00061067742962377743
0.6349999999999999,0.00053130993109889372
0.64499999999999991,0.00047176016839910472
0.65499999999999992,0.00042468718735767704
0.66499999999999992,0.00038275551702808601
0.67499999999999993,0.00034601362257315774
0.68499999999999994,0.00031953116556437581
0.69499999999999995,0.00029612695900074786
0.70499999999999985,0.00027861091473475375
0.71499999999999986,0.00026498109314381337
0.72499999999999987,0.00025216326358743185
0.73499999999999988,0.00024364731307528252
0.74499999999999988,0.00023791671223344851
0.75499999999999989,0.00023015220919711386
0.7649999999999999,0.00022273559285330437
0.77499999999999991,0.00021527937383816837
0.78499999999999992,0.00020688917559861673
0.79499999999999993,0.00020260333667329621
