2,5.79817e-03,2.15687e-03,5.92118e-04,1.76004e-04,5.83076e-05,2.39820e-05,1.26838e-05,1.45660e-03,5.79130e-04,1.81536e-04,5.18394e-05,1.49060e-05,6.48413e-06,4.22719e-04,1.95496e-04,6.57991e-05,1.85433e-05,6.00081e-06,1.58887e-04,7.99915e-05,2.81136e-05,9.26958e-06,7.03792e-05,3.86923e-05,1.58502e-05,3.90378e-05,2.42515e-05,2.46229e-05
3,4.50406e-03,1.86559e-03,5.44410e-04,1.63864e-04,5.20887e-05,1.97761e-05,1.03501e-05,1.42443e-03,6.06478e-04,1.94652e-04,5.56268e-05,1.54944e-05,6.45231e-06,4.77980e-04,2.27871e-04,7.76163e-05,2.18882e-05,6.96702e-06,1.91951e-04,9.81866e-05,3.47782e-05,1.14837e-05,8.81016e-05,4.89659e-05,2.01745e-05,5.00373e-05,3.12906e-05,3.19989e-05
4,3.58981e-03,1.59409e-03,4.90165e-04,1.50661e-04,4.73779e-05,1.71743e-05,8.83161e-06,1.32043e-03,5.95813e-04,1.95862e-04,5.64213e-05,1.55122e-05,6.24164e-06,5.00948e-04,2.45675e-04,8.47636e-05,2.40234e-05,7.57342e-06,2.13833e-04,1.11100e-04,3.97012e-05,1.31498e-05,1.01558e-04,5.70562e-05,2.36444e-05,5.89953e-05,3.71205e-05,3.82135e-05
5,2.92144e-03,1.36064e-03,4.36981e-04,1.37463e-04,4.33568e-05,1.53856e-05,7.77517e-06,1.19176e-03,5.64880e-04,1.90085e-04,5.53488e-05,1.51711e-05,5.94563e-06,5.02104e-04,2.52921e-04,8.84102e-05,2.52309e-05,7.91052e-06,2.27004e-04,1.19765e-04,4.31933e-05,1.43631e-05,1.11464e-04,6.32928e-05,2.63820e-05,6.61882e-05,4.18947e-05,4.34032e-05
6,2.42029e-03,1.16881e-03,3.88753e-04,1.25108e-04,3.98169e-05,1.40484e-05,7.00856e-06,1.06424e-03,5.25015e-04,1.80602e-04,5.32054e-05,1.46190e-05,5.62271e-06,4.89053e-04,2.52625e-04,8.94594e-05,2.57328e-05,8.04783e-06,2.33403e-04,1.25011e-04,4.55111e-05,1.52030e-05,1.18411e-04,6.79541e-05,2.84918e-05,7.18547e-05,4.57486e-05,4.76915e-05
7,2.04058e-03,1.01600e-03,3.47222e-04,1.14107e-04,3.67324e-05,1.29812e-05,6.42893e-06,9.50285e-04,4.83177e-04,1.69542e-04,5.05324e-05,1.39547e-05,5.30291e-06,4.67374e-04,2.47101e-04,8.86206e-05,2.57059e-05,8.03798e-06,2.34583e-04,1.27519e-04,4.68677e-05,1.57350e-05,1.22890e-04,7.12755e-05,3.00625e-05,7.61965e-05,4.87965e-05,5.11830e-05
8,1.74869e-03,8.95216e-04,3.12277e-04,1.04514e-04,3.40521e-05,1.20864e-05,5.96963e-06,8.53548e-04,4.43136e-04,1.58160e-04,4.76622e-05,1.32418e-05,4.99845e-06,4.41081e-04,2.38127e-04,8.64520e-05,2.52924e-05,7.92114e-06,2.31813e-04,1.27853e-04,4.74427e-05,1.60139e-05,1.25320e-04,7.34586e-05,3.11702e-05,7.93893e-05,5.11380e-05,5.39687e-05
9,1.51789e-03,7.97758e-04,2.82703e-04,9.60759e-05,3.16759e-05,1.13063e-05,5.58705e-06,7.72614e-04,4.06488e-04,1.47102e-04,4.47752e-05,1.25190e-05,4.71207e-06,4.12955e-04,2.27053e-04,8.33901e-05,2.46064e-05,7.72831e-06,2.26143e-04,1.26492e-04,4.73893e-05,1.60866e-05,1.26058e-04,7.46776e-05,3.18809e-05,8.15853e-05,5.28603e-05,5.61291e-05
10,1.32891e-03,7.16050e-04,2.57103e-04,8.84880e-05,2.95052e-05,1.06064e-05,5.25417e-06,7.04237e-04,3.73646e-04,1.36672e-04,4.19658e-05,1.18094e-05,4.44298e-06,3.84880e-04,2.14901e-04,7.97785e-05,2.37396e-05,7.48382e-06,2.18446e-04,1.23844e-04,4.68403e-05,1.59933e-05,1.25419e-04,7.50854e-05,3.22525e-05,8.29183e-05,5.40400e-05,5.77352e-05
11,1.16972e-03,6.44990e-04,2.34429e-04,8.15391e-05,2.74789e-05,9.96726e-06,4.95561e-06,6.45201e-04,3.44473e-04,1.27001e-04,3.92861e-05,1.11273e-05,4.18996e-06,3.58071e-04,2.02435e-04,7.58837e-05,2.27648e-05,7.20700e-06,2.09440e-04,1.20257e-04,4.59104e-05,1.57690e-05,1.23677e-04,7.48180e-05,3.23368e-05,8.35077e-05,5.47452e-05,5.88500e-05
12,1.03379e-03,5.82030e-04,2.14158e-04,7.51575e-05,2.55813e-05,9.37886e-06,4.68357e-06,5.93253e-04,3.18682e-04,1.18150e-04,3.67712e-05,1.04817e-05,3.95264e-06,3.33264e-04,1.90203e-04,7.19091e-05,2.17387e-05,6.91309e-06,1.99714e-04,1.16027e-04,4.46985e-05,1.54442e-05,1.21075e-04,7.39969e-05,3.21798e-05,8.34614e-05,5.50378e-05,5.95307e-05
13,9.17716e-04,5.26312e-04,1.96142e-04,6.93668e-05,2.38258e-05,8.83679e-06,4.43455e-06,5.47123e-04,2.95996e-04,1.10154e-04,3.44497e-05,9.87859e-06,3.73149e-06,3.10861e-04,1.78592e-04,6.80079e-05,2.07047e-05,6.61414e-06,1.89737e-04,1.11403e-04,4.32895e-05,1.50454e-05,1.17829e-04,7.27310e-05,3.18235e-05,8.28774e-05,5.49739e-05,5.98290e-05
14,8.19254e-04,4.77595e-04,1.80334e-04,6.42026e-05,2.22299e-05,8.33827e-06,4.20663e-06,5.06077e-04,2.76093e-04,1.03005e-04,3.23354e-05,9.32072e-06,3.52691e-06,2.90972e-04,1.67837e-04,6.42837e-05,1.96940e-05,6.31897e-06,1.79865e-04,1.06586e-04,4.17542e-05,1.45950e-05,1.14122e-04,7.11166e-05,3.13052e-05,8.18445e-05,5.46049e-05,5.97928e-05
15,7.36209e-04,4.35518e-04,1.66617e-04,5.96634e-05,2.08004e-05,7.88055e-06,3.99798e-06,4.69514e-04,2.58596e-04,9.66505e-05,3.04275e-05,8.80796e-06,3.33862e-06,2.73495e-04,1.58050e-04,6.08009e-05,1.87275e-05,6.03365e-06,1.70356e-04,1.01737e-04,4.01513e-05,1.41117e-05,1.10115e-04,6.92400e-05,3.06586e-05,8.04438e-05,5.39781e-05,5.94663e-05
16,6.66126e-04,3.99330e-04,1.54736e-04,5.56968e-05,1.95287e-05,7.46024e-06,3.80637e-06,4.36782e-04,2.43078e-04,9.09985e-05,2.87116e-05,8.33814e-06,3.16561e-06,2.58194e-04,1.49256e-04,5.75934e-05,1.78182e-05,5.76202e-06,1.61389e-04,9.69791e-05,3.85283e-05,1.36112e-05,1.05944e-04,6.71767e-05,2.99138e-05,7.87493e-05,5.31368e-05,5.88903e-05
