2,1.98935e-03
3,1.66362e-03
4,1.41576e-03
5,1.21972e-03
6,1.06030e-03
7,9.31205e-04
8,8.24209e-04
9,7.36394e-04
10,6.62070e-04
11,5.99973e-04
12,5.46115e-04
13,5.00187e-04
14,4.59434e-04
15,4.23986e-04
16,3.92009e-04
17,3.63700e-04
18,3.37965e-04
19,3.14805e-04
20,2.93778e-04
21,2.74522e-04
22,2.57214e-04
23,2.41018e-04
24,2.26729e-04
25,2.12978e-04
26,2.01168e-04
27,1.89386e-04
28,1.79612e-04
29,1.69430e-04
30,1.61315e-04
31,1.52445e-04
32,1.45664e-04
33,1.37893e-04
34,1.32160e-04
35,1.25339e-04
36,1.20404e-04
37,1.14439e-04
38,1.10083e-04
39,1.04914e-04
40,1.00953e-04
41,9.65420e-05
42,9.28267e-05
43,8.91398e-05
44,8.55651e-05
45,8.25527e-05
46,7.90644e-05
47,7.66480e-05
48,7.32467e-05
49,7.13109e-05
50,6.80511e-05
51,6.64453e-05
52,6.34236e-05
53,6.19748e-05
54,5.93095e-05
55,5.78467e-05
56,5.56458e-05
57,5.40328e-05
58,5.23595e-05
59,5.05277e-05
60,4.93691e-05
61,4.73418e-05
62,4.65929e-05
63,4.44889e-05
64,4.39619e-05
65,4.19715e-05
66,4.14335e-05
67,3.97664e-05
68,3.90020e-05
69,3.78177e-05
70,3.66998e-05
71,3.60410e-05
72,3.45850e-05
73,3.43421e-05
74,3.27166e-05
75,3.26446e-05
76,3.11242e-05
77,3.09192e-05
78,2.97830e-05
79,2.91990e-05
80,2.86094e-05
81,2.75708e-05
82,2.74835e-05
83,2.61385e-05
84,2.62962e-05
85,2.49701e-05
86,2.50012e-05
87,2.40523e-05
88,2.36460e-05
89,2.32804e-05
90,2.23570e-05
91,2.24986e-05
92,2.12765e-05
93,2.15783e-05
94,2.04780e-05
95,2.04970e-05
96,1.99074e-05
97,1.93643e-05
98,1.93966e-05
99,1.83672e-05
100,1.87550e-05
101,1.76528e-05
102,1.78938e-05
103,1.72181e-05
104,1.69006e-05
105,1.68901e-05
106,1.59953e-05
107,1.64303e-05
108,1.53790e-05
109,1.57073e-05
110,1.50728e-05
111,1.48124e-05
112,1.48770e-05
113,1.40092e-05
114,1.45093e-05
115,1.35298e-05
116,1.38353e-05
117,1.33679e-05
118,1.30022e-05
119,1.32559e-05
120,1.23340e-05
121,1.28825e-05
122,1.20467e-05
123,1.21813e-05
124,1.20270e-05
125,1.14199e-05
126,1.19103e-05
127,1.09639e-05
128,1.14239e-05
129,1.09092e-05
130,1.06798e-05
131,1.09534e-05
132,1.00902e-05
133,1.06850e-05
134,9.94160e-06
135,1.00301e-05
136,1.00598e-05
137,9.36611e-06
138,9.96880e-06
139,9.11956e-06
140,9.42649e-06
141,9.25927e-06
142,8.73669e-06
143,9.29491e-06
144,8.41750e-06
145,8.85289e-06
146,8.56119e-06
147,8.16395e-06
148,8.67980e-06
149,7.80772e-06
150,8.30563e-06
151,7.96258e-06
152,7.62537e-06
153,8.13046e-06
154,7.27022e-06
155,7.78212e-06
156,7.45662e-06
157,7.10923e-06
158,7.64397e-06
159,6.79590e-06
160,7.27565e-06
161,7.03659e-06
162,6.61202e-06
163,7.20778e-06
164,6.38680e-06
165,6.77529e-06
166,6.69467e-06
167,6.13966e-06
168,6.79924e-06
169,6.05366e-06
170,6.27056e-06
171,6.41587e-06
172,5.71126e-06
173,6.38641e-06
174,5.80906e-06
175,5.76264e-06
176,6.16908e-06
177,5.36104e-06
178,5.93535e-06
179,5.65282e-06
180,5.27343e-06
181,5.90122e-06
182,5.13010e-06
183,5.42961e-06
184,5.55078e-06
185,4.86573e-06
186,5.54713e-06
187,5.03911e-06
188,4.90081e-06
189,5.41965e-06
190,4.61928e-06
191,5.06828e-06
192,5.04426e-06
193,4.44995e-06
194,5.14679e-06
195,4.58001e-06
196,4.51486e-06
197,5.00900e-06
198,4.21617e-06
199,4.67091e-06
200,4.67345e-06
201,4.05951e-06
202,4.75535e-06
203,4.26052e-06
204,4.09534e-06
205,4.67292e-06
206,3.90811e-06
207,4.22863e-06
208,4.42377e-06
209,3.70397e-06
210,4.34222e-06
211,4.07885e-06
212,3.66136e-06
213,4.35292e-06
214,3.73250e-06
215,3.73381e-06
216,4.23338e-06
217,3.46100e-06
218,3.84836e-06
219,4.00582e-06
220,3.30155e-06
221,3.93739e-06
222,3.72030e-06
223,3.25206e-06
224,3.95762e-06
225,3.43129e-06
226,3.28370e-06
227,3.89486e-06
228,3.18120e-06
229,3.35700e-06
230,3.75829e-06
231,2.99341e-06
232,3.43512e-06
233,3.57057e-06
234,2.87300e-06
235,3.49140e-06
236,3.35809e-06
237,2.81184e-06
238,3.51159e-06
239,3.14415e-06
240,2.79477e-06
241,3.49229e-06
242,2.94544e-06
243,2.80501e-06
244,3.43770e-06
245,2.77140e-06
246,2.82856e-06
247,3.35617e-06
248,2.62516e-06
249,2.85021e-06
250,3.25583e-06
251,2.50545e-06
252,2.86856e-06
253,3.15011e-06
254,2.40832e-06
255,2.87560e-06
256,3.04201e-06
257,2.32874e-06
258,2.87090e-06
259,2.93854e-06
260,2.26164e-06
261,2.85481e-06
262,2.84350e-06
263,2.20256e-06
264,2.82833e-06
265,2.75926e-06
266,2.14796e-06
267,2.79271e-06
268,2.68719e-06
269,2.09536e-06
270,2.74896e-06
271,2.62790e-06
272,2.04334e-06
273,2.69758e-06
274,2.58157e-06
275,1.99150e-06
276,2.63848e-06
277,2.54794e-06
278,1.94051e-06
279,2.57096e-06
280,2.52632e-06
281,1.89201e-06
282,2.49387e-06
283,2.51540e-06
284,1.84869e-06
285,2.40587e-06
286,2.51298e-06
287,1.81417e-06
288,2.30582e-06
289,2.51567e-06
290,1.79282e-06
291,2.19341e-06
292,2.51848e-06
293,1.78935e-06
294,2.06983e-06
295,2.51478e-06
296,1.80807e-06
297,1.93863e-06
298,2.49642e-06
299,1.85188e-06
300,1.80646e-06
301,2.45435e-06
302,1.92074e-06
303,1.68340e-06
304,2.37982e-06
305,2.01022e-06
306,1.58271e-06
307,2.26722e-06
308,2.11011e-06
309,1.51943e-06
310,2.11527e-06
311,2.20381e-06
312,1.50756e-06
313,1.93169e-06
314,2.26983e-06
315,1.55602e-06
316,1.73360e-06
317,2.28409e-06
318,1.66366e-06
319,1.54854e-06
320,2.22668e-06
321,1.81497e-06
322,1.41058e-06
323,2.08899e-06
324,1.97838e-06
325,1.35285e-06
326,1.88142e-06
327,2.10937e-06
328,1.39631e-06
329,1.63784e-06
330,2.16018e-06
331,1.53783e-06
332,1.41295e-06
333,2.09550e-06
334,1.74203e-06
335,1.27006e-06
336,1.91019e-06
337,1.94313e-06
338,1.25947e-06
339,1.64193e-06
340,2.06105e-06
341,1.39335e-06
342,1.36961e-06
343,2.03074e-06
344,1.62824e-06
345,1.19136e-06
346,1.83700e-06
347,1.86795e-06
348,1.18427e-06
349,1.53506e-06
350,1.99516e-06
351,1.36004e-06
352,1.24395e-06
353,1.92607e-06
354,1.64114e-06
355,1.09924e-06
356,1.66410e-06
357,1.87987e-06
358,1.18098e-06
359,1.32166e-06
360,1.92868e-06
361,1.45270e-06
362,1.07617e-06
363,1.72891e-06
364,1.75751e-06
365,1.07387e-06
366,1.37051e-06
367,1.89070e-06
368,1.32439e-06
369,1.06251e-06
370,1.73842e-06
371,1.66525e-06
372,1.00881e-06
373,1.37090e-06
374,1.84659e-06
375,1.25479e-06
376,1.02982e-06
377,1.70668e-06
378,1.62099e-06
379,9.67815e-07
380,1.31865e-06
381,1.81008e-06
382,1.24089e-06
383,9.71092e-07
384,1.63672e-06
385,1.62556e-06
386,9.51854e-07
387,1.21459e-06
388,1.77356e-06
389,1.28478e-06
390,8.98291e-07
391,1.51855e-06
392,1.66480e-06
393,9.79964e-07
394,1.06694e-06
395,1.70900e-06
396,1.38722e-06
397,8.44496e-07
398,1.33822e-06
399,1.70496e-06
400,1.08013e-06
401,9.04754e-07
402,1.57420e-06
403,1.52879e-06
404,8.63240e-07
405,1.10045e-06
406,1.68421e-06
407,1.26512e-06
408,7.92955e-07
409,1.33612e-06
410,1.64599e-06
411,1.00816e-06
412,8.61217e-07
413,1.52797e-06
414,1.49141e-06
415,8.25113e-07
416,1.01975e-06
417,1.62832e-06
418,1.27755e-06
419,7.43607e-07
420,1.20923e-06
421,1.62790e-06
422,1.06055e-06
423,7.57421e-07
424,1.38048e-06
425,1.54469e-06
426,8.80219e-07
427,8.40498e-07
428,1.50386e-06
429,1.40913e-06
430,7.55884e-07
431,9.60898e-07
432,1.56956e-06
433,1.25229e-06
434,6.89532e-07
435,1.09046e-06
436,1.58166e-06
437,1.09821e-06
438,6.72055e-07
439,1.20937e-06
440,1.55265e-06
441,9.62157e-07
442,6.89391e-07
443,1.30673e-06
444,1.49703e-06
445,8.51003e-07
446,7.27055e-07
447,1.37914e-06
448,1.42845e-06
449,7.65470e-07
450,7.72696e-07
451,1.42787e-06
452,1.35772e-06
453,7.02578e-07
454,8.17066e-07
455,1.45695e-06
456,1.29250e-06
457,6.57717e-07
458,8.53926e-07
459,1.47118e-06
460,1.23767e-06
461,6.26120e-07
462,8.79524e-07
463,1.47502e-06
464,1.19606e-06
465,6.03775e-07
466,8.91759e-07
467,1.47186e-06
468,1.16907e-06
469,5.87908e-07
470,8.89672e-07
471,1.46373e-06
472,1.15729e-06
473,5.77208e-07
474,8.72973e-07
475,1.45118e-06
476,1.16072e-06
477,5.71877e-07
478,8.41888e-07
479,1.43323e-06
480,1.17882e-06
481,5.73594e-07
482,7.97248e-07
483,1.40747e-06
484,1.21035e-06
485,5.85374e-07
486,7.40817e-07
487,1.37032e-06
488,1.25285e-06
489,6.11251e-07
490,6.75798e-07
491,1.31740e-06
492,1.30218e-06
493,6.55718e-07
494,6.07428e-07
495,1.24429e-06
496,1.35185e-06
497,7.22780e-07
498,5.43481e-07
499,1.14770e-06
500,1.39270e-06
501,8.14580e-07
502,4.94419e-07
503,1.02705e-06
504,1.41307e-06
505,9.29613e-07
506,4.72819e-07
507,8.86391e-07
508,1.39986e-06
509,1.06081e-06
510,4.91714e-07
511,7.36166e-07
512,1.34082e-06
