0.0050, 22, 24, 28, 23, 22, 9, 4, 0, 1
0.0150, 38, 40, 5, 0, 0, 0, 0, 0, 0
0.0250, 118, 119, 18, 0, 0, 1, 0, 0, 0
0.0350, 82, 159, 23, 1, 0, 1, 1, 0, 0
0.0450, 64, 199, 35, 6, 1, 0, 0, 0, 0
0.0550, 92, 577, 138, 12, 1, 1, 2, 0, 0
0.0650, 18, 179, 70, 3, 1, 1, 0, 0, 0
0.0750, 18, 615, 341, 17, 1, 0, 1, 0, 0
0.0850, 9, 521, 411, 24, 0, 0, 0, 0, 1
0.0950, 0, 235, 298, 22, 2, 0, 0, 0, 0
0.1050, 3, 306, 851, 84, 7, 0, 0, 0, 0
0.1150, 1, 142, 780, 124, 15, 2, 1, 0, 0
0.1250, 2, 131, 1065, 290, 23, 4, 0, 0, 0
0.1350, 0, 74, 1216, 561, 32, 3, 0, 0, 0
0.1450, 1, 38, 752, 538, 40, 4, 1, 1, 0
0.1550, 1, 21, 491, 649, 68, 5, 1, 0, 0
0.1650, 0, 17, 373, 954, 163, 4, 0, 0, 0
0.1750, 0, 8, 247, 899, 255, 19, 0, 0, 0
0.1850, 1, 1, 150, 627, 291, 22, 3, 0, 0
0.1950, 0, 2, 83, 517, 453, 46, 2, 1, 0
0.2050, 0, 0, 49, 444, 609, 49, 4, 0, 0
0.2150, 0, 0, 42, 305, 519, 98, 6, 1, 0
0.2250, 0, 0, 22, 180, 443, 121, 8, 0, 0
0.2350, 0, 0, 8, 122, 284, 151, 5, 1, 0
0.2450, 0, 1, 4, 80, 288, 233, 13, 0, 0
0.2550, 0, 0, 3, 90, 417, 548, 59, 3, 0
0.2650, 0, 0, 7, 66, 292, 475, 50, 2, 0
0.2750, 0, 0, 2, 31, 174, 389, 79, 2, 0
0.2850, 0, 2, 3, 22, 163, 474, 173, 6, 0
0.2950, 0, 1, 7, 14, 114, 415, 226, 11, 1
0.3050, 0, 1, 3, 8, 57, 275, 229, 11, 0
0.3150, 0, 0, 0, 5, 35, 176, 300, 16, 0
0.3250, 0, 0, 3, 3, 31, 141, 282, 39, 1
0.3350, 0, 0, 2, 3, 15, 70, 195, 44, 2
0.3450, 0, 0, 1, 0, 8, 50, 174, 49, 3
0.3550, 0, 0, 0, 3, 4, 44, 96, 40, 1
0.3650, 0, 0, 0, 4, 6, 26, 78, 52, 2
0.3750, 0, 0, 1, 0, 2, 22, 87, 71, 1
0.3850, 0, 2, 0, 0, 3, 19, 63, 47, 5
0.3950, 0, 0, 0, 0, 0, 12, 39, 32, 5
0.4050, 0, 0, 0, 0, 2, 9, 37, 47, 5
0.4150, 0, 0, 0, 0, 1, 9, 20, 24, 2
0.4250, 0, 0, 1, 0, 1, 6, 19, 32, 4
0.4350, 0, 0, 2, 1, 1, 4, 9, 8, 5
0.4450, 0, 0, 2, 2, 2, 1, 7, 8, 8
0.4550, 0, 0, 0, 1, 0, 3, 6, 11, 12
0.4650, 0, 0, 0, 0, 0, 1, 3, 5, 5
0.4750, 0, 0, 0, 0, 0, 1, 2, 6, 4
0.4850, 0, 0, 0, 0, 1, 2, 3, 1, 3
0.4950, 0, 0, 1, 0, 1, 0, 1, 0, 1
0.5050, 0, 0, 0, 1, 0, 0, 0, 0, 1
0.5150, 0, 0, 0, 1, 1, 0, 0, 0, 1
0.5250, 0, 0, 1, 0, 0, 0, 3, 2, 1
0.5350, 0, 0, 0, 0, 0, 1, 0, 0, 0
0.5450, 0, 0, 1, 2, 1, 0, 1, 0, 0
0.5550, 0, 0, 0, 0, 0, 2, 0, 0, 0
0.5650, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.5750, 0, 0, 0, 1, 0, 0, 0, 0, 0
0.5850, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.5950, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6050, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6150, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6250, 0, 0, 0, 1, 0, 0, 0, 0, 0
0.6350, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6450, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6550, 0, 0, 1, 0, 0, 0, 0, 0, 0
0.6650, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6750, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6850, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.6950, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7050, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7150, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7250, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7350, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7450, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7550, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7650, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7750, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7850, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.7950, 0, 0, 0, 0, 0, 0, 0, 0, 0
