2,6.48680e-03,2.40423e-03,5.44903e-04,1.10461e-04,1.84378e-05,5.76575e-06,4.98178e-06,1.84133e-03,6.93814e-04,1.36404e-04,-1.38162e-06,-1.46929e-05,-7.45425e-06,6.43141e-04,2.68074e-04,3.89923e-05,-1.65436e-05,-1.60671e-05,2.88627e-04,1.24921e-04,1.08972e-05,-1.56184e-05,1.49747e-04,7.07628e-05,6.39863e-06,1.05547e-04,5.77766e-05,7.80275e-05
3,4.73269e-03,1.95575e-03,5.09275e-04,1.23847e-04,2.84312e-05,9.31089e-06,6.11277e-06,1.63535e-03,6.73188e-04,1.59598e-04,1.86382e-05,-3.71289e-06,-1.94445e-06,6.32620e-04,2.77437e-04,5.46204e-05,-4.61277e-06,-8.63175e-06,2.90260e-04,1.30659e-04,1.90293e-05,-8.71726e-06,1.50837e-04,7.33454e-05,1.05438e-05,1.05194e-04,5.83699e-05,7.72341e-05
4,3.66243e-03,1.62200e-03,4.66250e-04,1.25981e-04,3.28203e-05,1.09297e-05,6.35700e-06,1.43565e-03,6.35268e-04,1.69906e-04,3.08026e-05,2.88242e-06,1.02649e-06,6.09775e-04,2.79918e-04,6.59332e-05,4.24197e-06,-3.43483e-06,2.88561e-04,1.34776e-04,2.60027e-05,-2.95086e-06,1.51298e-04,7.57246e-05,1.45070e-05,1.04808e-04,5.90566e-05,7.65186e-05
5,2.94149e-03,1.36558e-03,4.20997e-04,1.21886e-04,3.39990e-05,1.14623e-05,6.24502e-06,1.25575e-03,5.88719e-04,1.71304e-04,3.74706e-05,6.65372e-06,2.56108e-06,5.78971e-04,2.76882e-04,7.33732e-05,1.04671e-05,4.65032e-08,2.84100e-04,1.37252e-04,3.16289e-05,1.62008e-06,1.51119e-04,7.77528e-05,1.80716e-05,1.04379e-04,5.97704e-05,7.59047e-05
6,2.43090e-03,1.16984e-03,3.78975e-04,1.15366e-04,3.36907e-05,1.14813e-05,6.02704e-06,1.10233e-03,5.39999e-04,1.67234e-04,4.06306e-05,8.73480e-06,3.34010e-06,5.43525e-04,2.69564e-04,7.76094e-05,1.46582e-05,2.33458e-06,2.77223e-04,1.38089e-04,3.59148e-05,5.12332e-06,1.50201e-04,7.92886e-05,2.11228e-05,1.03817e-04,6.04095e-05,7.53408e-05
7,2.05413e-03,1.01944e-03,3.41942e-04,1.08142e-04,3.26966e-05,1.12489e-05,5.78224e-06,9.75486e-04,4.93000e-04,1.60090e-04,4.16103e-05,9.80305e-06,3.71536e-06,5.06067e-04,2.59146e-04,7.93391e-05,1.73399e-05,3.81533e-06,2.68319e-04,1.37399e-04,3.89822e-05,7.74018e-06,1.48496e-04,8.02584e-05,2.36302e-05,1.03045e-04,6.08956e-05,7.47684e-05
8,1.76290e-03,9.00183e-04,3.09470e-04,1.00796e-04,3.13388e-05,1.08866e-05,5.53177e-06,8.71429e-04,4.49624e-04,1.51397e-04,4.12498e-05,1.02580e-05,3.86554e-06,4.68593e-04,2.46694e-04,7.91916e-05,1.89238e-05,4.75019e-06,2.57836e-04,1.35373e-04,4.09979e-05,9.64570e-06,1.46022e-04,8.06464e-05,2.56111e-05,1.02013e-04,6.11796e-05,7.41400e-05
9,1.52758e-03,8.01385e-04,2.80621e-04,9.35134e-05,2.97590e-05,1.04550e-05,5.28105e-06,7.85298e-04,4.10582e-04,1.42106e-04,4.00824e-05,1.03381e-05,3.88453e-06,4.32547e-04,2.33124e-04,7.77012e-05,1.97229e-05,5.31300e-06,2.46239e-04,1.32246e-04,4.21367e-05,1.09894e-05,1.42844e-04,8.04758e-05,2.71070e-05,1.00699e-04,6.12353e-05,7.34210e-05
10,1.33166e-03,7.16619e-04,2.54783e-04,8.64369e-05,2.80573e-05,9.98875e-06,5.03354e-06,7.12829e-04,3.75988e-04,1.32821e-04,3.84577e-05,1.01888e-05,3.82550e-06,3.98916e-04,2.19183e-04,7.53063e-05,1.99696e-05,5.62125e-06,2.33985e-04,1.28261e-04,4.25644e-05,1.18933e-05,1.39059e-04,7.97944e-05,2.81699e-05,9.91017e-05,6.10544e-05,7.25891e-05
11,1.16670e-03,6.42813e-04,2.31760e-04,7.97469e-05,2.63298e-05,9.51098e-06,4.79324e-06,6.50915e-04,3.45686e-04,1.23936e-04,3.66125e-05,9.90330e-06,3.72112e-06,3.68299e-04,2.05452e-04,7.23552e-05,1.98352e-05,5.75582e-06,2.21485e-04,1.23656e-04,4.24301e-05,1.24559e-05,1.34782e-04,7.86636e-05,2.88544e-05,9.72339e-05,6.06413e-05,7.16323e-05
