z_bin_centre,PDF_val
0.0050000000000000001,0.020978147903843631
0.014999999999999999,0.0067991154127452222
0.024999999999999998,0.016749986588375156
0.034999999999999996,0.017270226920586385
0.044999999999999991,0.027475662883584741
0.054999999999999986,0.074944241564144323
0.064999999999999988,0.037497129279139889
0.074999999999999997,0.12056313226592358
0.084999999999999992,0.13616818353542254
0.094999999999999987,0.14175861041825058
0.10499999999999998,0.28202457799395914
0.11499999999999999,0.32998796496855792
0.12499999999999999,0.49233447082197979
0.13499999999999998,0.67919432444024441
0.14499999999999999,0.69277222728610666
0.15499999999999997,0.81928735902966032
0.16499999999999998,1.0
0.17499999999999999,0.9807924122621936
0.18499999999999997,0.90268027337496615
0.19499999999999998,0.81317967394233781
0.20499999999999996,0.69135198274223753
0.21499999999999997,0.47668639523672324
0.22499999999999998,0.3324359901686143
0.23499999999999996,0.21860781950860797
0.24499999999999997,0.17495425333627232
0.25499999999999995,0.17499475306932008
0.26499999999999996,0.14848593510066785
0.27499999999999997,0.091871894068715224
0.28499999999999998,0.083708886144700206
0.29499999999999998,0.060950665017612829
0.30499999999999994,0.036689986075157388
0.31499999999999995,0.026419925778345555
0.32499999999999996,0.019148829466020176
0.33499999999999996,0.010309063869359302
0.34499999999999997,0.0082816158306489064
0.35499999999999993,0.0071285777732122682
0.36499999999999994,0.0059970621687580336
0.37499999999999994,0.0052804714010368748
0.38499999999999995,0.0046226393180417383
0.39499999999999996,0.0027067811187904836
0.40499999999999992,0.0024262934952319023
0.41499999999999992,0.001460131056639265
0.42499999999999993,0.0014961894252533184
0.43499999999999994,0.0012009081091945003
0.44499999999999995,0.0010625176020307074
0.45499999999999996,0.0012267460438790609
0.46499999999999991,0.00090322507274277872
0.47499999999999992,0.00080866419156425215
0.48499999999999993,0.00050657287733374141
0.49499999999999994,0.0004049006805235361
0.50499999999999989,0.00042231508245503904
0.5149999999999999,0.00053532793881186705
0.52499999999999991,0.00071681529239766184
0.53499999999999992,0.00019599168151015976
0.54499999999999993,0.00015918512112058438
0.55499999999999994,0.00014537914604165151
0.56499999999999995,0.00013332483843252318
0.57499999999999996,0.00012288252715014815
0.58499999999999996,0.00011267554715832489
0.59499999999999986,0.00010534673921347052
0.60499999999999987,9.6291226993669578e-05
0.61499999999999988,8.944243907722048e-05
0.62499999999999989,8.4561373069819414e-05
0.6349999999999999,7.8469202670490928e-05
0.64499999999999991,7.3548207780778648e-05
0.65499999999999992,6.7756010098247332e-05
0.66499999999999992,6.4065706184578862e-05
0.67499999999999993,6.0092477524718423e-05
0.68499999999999994,5.6692991248509454e-05
0.69499999999999995,5.4540369092741575e-05
0.70499999999999985,5.1816499759676384e-05
0.71499999999999986,4.8990278701136574e-05
0.72499999999999987,4.6762874035123456e-05
0.73499999999999988,4.4470770090521563e-05
0.74499999999999988,4.1625228143618691e-05
0.75499999999999989,4.1008894856992628e-05
0.7649999999999999,3.8670236730766724e-05
0.77499999999999991,3.7169402045024621e-05
0.78499999999999992,3.6616362363986876e-05
0.79499999999999993,3.6095814378632807e-05
