2,5.49178e-03,2.12558e-03,5.79250e-04,1.62153e-04,4.89798e-05,1.93593e-05,1.05742e-05,1.47096e-03,5.92228e-04,1.71604e-04,4.07412e-05,8.89997e-06,3.58869e-06,4.62171e-04,2.10494e-04,5.98339e-05,1.08076e-05,1.15156e-06,1.87657e-04,9.04747e-05,2.40941e-05,3.41717e-06,8.93184e-05,4.65682e-05,1.35114e-05,5.55428e-05,3.26012e-05,3.79895e-05
3,4.32311e-03,1.83160e-03,5.39711e-04,1.58121e-04,4.78881e-05,1.77350e-05,9.38649e-06,1.40017e-03,6.07296e-04,1.88812e-04,4.95096e-05,1.23278e-05,4.94111e-06,4.94579e-04,2.35373e-04,7.34821e-05,1.70219e-05,4.02130e-06,2.08939e-04,1.04506e-04,3.17229e-05,7.37677e-06,1.00688e-04,5.42169e-05,1.81578e-05,6.19344e-05,3.72580e-05,4.19902e-05
4,3.46383e-03,1.55868e-03,4.86867e-04,1.47941e-04,4.52761e-05,1.62377e-05,8.35230e-06,1.28273e-03,5.91080e-04,1.92738e-04,5.31791e-05,1.38677e-05,5.42680e-06,5.04468e-04,2.48993e-04,8.20978e-05,2.10198e-05,5.77199e-06,2.23299e-04,1.14901e-04,3.75103e-05,1.02980e-05,1.09838e-04,6.06099e-05,2.20262e-05,6.75610e-05,4.14250e-05,4.56902e-05
5,2.83302e-03,1.33027e-03,4.34275e-04,1.36230e-04,4.23090e-05,1.49796e-05,7.54029e-06,1.15414e-03,5.58300e-04,1.88823e-04,5.38437e-05,1.43846e-05,5.51261e-06,4.98229e-04,2.53847e-04,8.68438e-05,2.34455e-05,6.81556e-06,2.31550e-04,1.21984e-04,4.17032e-05,1.24064e-05,1.16744e-04,6.57079e-05,2.51446e-05,7.22898e-05,4.50067e-05,4.89720e-05
6,2.36455e-03,1.14776e-03,3.87185e-04,1.24893e-04,3.94230e-05,1.39132e-05,6.90694e-06,1.03282e-03,5.18494e-04,1.80600e-04,5.27699e-05,1.43285e-05,5.41043e-06,4.81238e-04,2.52185e-04,8.86888e-05,2.47513e-05,7.40007e-06,2.34692e-04,1.26208e-04,4.45646e-05,1.38858e-05,1.21562e-04,6.95831e-05,2.75868e-05,7.61023e-05,4.79859e-05,5.17901e-05
7,2.00861e-03,1.00344e-03,3.46657e-04,1.14514e-04,3.67385e-05,1.29850e-05,6.39894e-06,9.26101e-04,4.77353e-04,1.70278e-04,5.07267e-05,1.39495e-05,5.22019e-06,4.57714e-04,2.45892e-04,8.84067e-05,2.52569e-05,7.67878e-06,2.33719e-04,1.28041e-04,4.63325e-05,1.48768e-05,1.24513e-04,7.23495e-05,2.94355e-05,7.90336e-05,5.03820e-05,5.41363e-05
8,1.72899e-03,8.87243e-04,3.11892e-04,1.05084e-04,3.42392e-05,1.21568e-05,5.97446e-06,8.34916e-04,4.37923e-04,1.59183e-04,4.81796e-05,1.33940e-05,4.98990e-06,4.30821e-04,2.36500e-04,8.66106e-05,2.51940e-05,7.74998e-06,2.29553e-04,1.27926e-04,4.72126e-05,1.54865e-05,1.25841e-04,7.41331e-05,3.07698e-05,8.11439e-05,5.22318e-05,5.60231e-05
9,1.50156e-03,7.90578e-04,2.81698e-04,9.64489e-05,3.18819e-05,1.14032e-05,5.60566e-06,7.57379e-04,4.01633e-04,1.48098e-04,4.54136e-05,1.27502e-05,4.74334e-06,4.02852e-04,2.25231e-04,8.37856e-05,2.47357e-05,7.67957e-06,2.23023e-04,1.26267e-04,4.73817e-05,1.57979e-05,1.25787e-04,7.50609e-05,3.16620e-05,8.25056e-05,5.35793e-05,5.74741e-05
10,1.31191e-03,7.07787e-04,2.55189e-04,8.85155e-05,2.96492e-05,1.07091e-05,5.27630e-06,6.90962e-04,3.69026e-04,1.37482e-04,4.26089e-05,1.20717e-05,4.49359e-06,3.75406e-04,2.13037e-04,8.03148e-05,2.40126e-05,7.51415e-06,2.14853e-04,1.23427e-04,4.69913e-05,1.58763e-05,1.24586e-04,7.52552e-05,3.21770e-05,8.31956e-05,5.44714e-05,5.85182e-05
11,1.15206e-03,6.35842e-04,2.31891e-04,8.12815e-05,2.75536e-05,1.00667e-05,4.97792e-06,6.33482e-04,3.40181e-04,1.27604e-04,3.98834e-05,1.13927e-05,4.24887e-06,3.49528e-04,2.00640e-04,7.64961e-05,2.31227e-05,7.28763e-06,2.05658e-04,1.19725e-04,4.61712e-05,1.57750e-05,1.22459e-04,7.48311e-05,3.23726e-05,8.32919e-05,5.49556e-05,5.91877e-05
12,1.01740e-03,5.73299e-04,2.11567e-04,7.47839e-05,2.56203e-05,9.47231e-06,4.70607e-06,5.83300e-04,3.14921e-04,1.18604e-04,3.73123e-05,1.07356e-05,4.01448e-06,3.25831e-04,1.88559e-04,7.25551e-05,2.21405e-05,7.02477e-06,1.95946e-04,1.15437e-04,4.50313e-05,1.55374e-05,1.19606e-04,7.38959e-05,3.23008e-05,8.28710e-05,5.50786e-05,5.95167e-05
13,9.04487e-04,5.19274e-04,1.94004e-04,6.90379e-05,2.38673e-05,8.92374e-06,4.45789e-06,5.39162e-04,2.92899e-04,1.10521e-04,3.49374e-05,1.01140e-05,3.79349e-06,3.04579e-04,1.77141e-04,6.86564e-05,2.11222e-05,6.74339e-06,1.86121e-04,1.10794e-04,4.36650e-05,1.51986e-05,1.16211e-04,7.25480e-05,3.20081e-05,8.20073e-05,5.48851e-05,5.95391e-05
14,8.10028e-04,4.72825e-04,1.78892e-04,6.40057e-05,2.22959e-05,8.41842e-06,4.23081e-06,5.00015e-04,2.73659e-04,1.03320e-04,3.27731e-05,9.53464e-06,3.58715e-06,2.85781e-04,1.66591e-04,6.49125e-05,2.01082e-05,6.45612e-06,1.76489e-04,1.05986e-04,4.21509e-05,1.47875e-05,1.12435e-04,7.08767e-05,3.15356e-05,8.07714e-05,5.44185e-05,5.92885e-05
15,7.30609e-04,4.32780e-04,1.65823e-04,5.96006e-05,2.08909e-05,7.95307e-06,4.02213e-06,4.64909e-04,2.56698e-04,9.69173e-05,3.08140e-05,8.99926e-06,3.39549e-06,2.69265e-04,1.57000e-04,6.13939e-05,1.91256e-05,6.17178e-06,1.67273e-04,1.01164e-04,4.05532e-05,1.43279e-05,1.08418e-04,6.89623e-05,3.09202e-05,7.92297e-05,5.37194e-05,5.87982e-05
16,6.62960e-04,3.97849e-04,1.54349e-04,5.57109e-05,1.96280e-05,7.52397e-06,3.82914e-06,4.33011e-04,2.41524e-04,9.12008e-05,2.90426e-05,8.50667e-06,3.21772e-06,2.54755e-04,1.48376e-04,5.81375e-05,1.81914e-05,5.89623e-06,1.58619e-04,9.64433e-05,3.89233e-05,1.38392e-05,1.04280e-04,6.68762e-05,3.01945e-05,7.74443e-05,5.28261e-05,5.81001e-05
17,6.04291e-04,3.66851e-04,1.44070e-04,5.22281e-05,1.84817e-05,7.12748e-06,3.64930e-06,4.03653e-04,2.27715e-04,8.60578e-05,2.74364e-05,8.05417e-06,3.05262e-06,2.41931e-04,1.40672e-04,5.51562e-05,1.73152e-05,5.63312e-06,1.50612e-04,9.19097e-05,3.73011e-05,1.33370e-05,1.00119e-04,6.46799e-05,2.93874e-05,7.54720e-05,5.17743e-05,5.72247e-05
18,5.52510e-04,3.38886e-04,1.34692e-04,4.90673e-05,1.74315e-05,6.76046e-06,3.48062e-06,3.76393e-04,2.14953e-04,8.13890e-05,2.59732e-05,7.63850e-06,2.89895e-06,2.30469e-04,1.33803e-04,5.24453e-05,1.65014e-05,5.38441e-06,1.43289e-04,8.76216e-05,3.57174e-05,1.28333e-05,9.60167e-05,6.24264e-05,2.85242e-05,7.33645e-05,5.05972e-05,5.62011e-05
