z_bin_centre,PDF_val
0.0050000000000000001,0.0043501471794905105
0.014999999999999999,0.0010320861302829934
0.024999999999999998,0.0015588395534306594
0.034999999999999996,0.0015002802830479259
0.044999999999999991,0.0017904198405334249
0.054999999999999986,0.0033658822866708279
0.064999999999999988,0.0016931882210786814
0.074999999999999997,0.0033258077605300453
0.084999999999999992,0.0040671740870822396
0.094999999999999987,0.0029489745704882947
0.10499999999999998,0.0051634169999377564
0.11499999999999999,0.0058995594855374058
0.12499999999999999,0.0099496473148394087
0.13499999999999998,0.013447318479369514
0.14499999999999999,0.019992465216909786
0.15499999999999997,0.019646002113906279
0.16499999999999998,0.031393389187353904
0.17499999999999999,0.037649239183061727
0.18499999999999997,0.058318712640106664
0.19499999999999998,0.070606213919867988
0.20499999999999996,0.11138511414230894
0.21499999999999997,0.12805965250556636
0.22499999999999998,0.14127763906203805
0.23499999999999996,0.15279625738670224
0.24499999999999997,0.21325682881859442
0.25499999999999995,0.42568450514497708
0.26499999999999996,0.49106596671933211
0.27499999999999997,0.53708038125201474
0.28499999999999998,0.75929698832632342
0.29499999999999998,0.85828343812866359
0.30499999999999994,0.89978801532654895
0.31499999999999995,1.0
0.32499999999999996,0.99249840993018523
0.33499999999999996,0.82618419662745646
0.34499999999999997,0.75833249637115785
0.35499999999999993,0.56126223976110967
0.36499999999999994,0.45460979326267631
0.37499999999999994,0.42641027585268371
0.38499999999999995,0.29036876112588178
0.39499999999999996,0.20055822956260094
0.40499999999999992,0.17515188215681488
0.41499999999999992,0.097500679100504944
0.42499999999999993,0.09027341885828459
0.43499999999999994,0.055493508623314529
0.44499999999999995,0.044972862574069121
0.45499999999999996,0.047926662421687978
0.46499999999999991,0.027559764860444456
0.47499999999999992,0.020080675517980089
0.48499999999999993,0.01293217427323028
0.49499999999999994,0.0040104747122402746
0.50499999999999989,0.0032445495374369801
0.5149999999999999,0.0059150391231151712
0.52499999999999991,0.005303467297620732
0.53499999999999992,0.00081132249407452333
0.54499999999999993,0.00065379586477214027
0.55499999999999994,0.00054549389038047245
0.56499999999999995,0.00046352135270918287
0.57499999999999996,0.00040188430401918475
0.58499999999999996,0.00035245479217128905
0.59499999999999986,0.00030784315327772208
0.60499999999999987,0.00027854382490574773
0.61499999999999988,0.00025460035867032191
0.62499999999999989,0.00023579101144755236
0.6349999999999999,0.00021801773658020325
0.64499999999999991,0.00020394868328119019
0.65499999999999992,0.00019319467750361096
0.66499999999999992,0.00018368461486680828
0.67499999999999993,0.00017591026671181839
0.68499999999999994,0.00016899927469675883
0.69499999999999995,0.00016361584853879778
0.70499999999999985,0.00015669018280091857
0.71499999999999986,0.00015003850904092268
0.72499999999999987,0.00014467656553234588
0.73499999999999988,0.00013808607866022356
0.74499999999999988,0.0001329075423244335
0.75499999999999989,0.00012390480411413065
0.7649999999999999,0.00012087201615520755
0.77499999999999991,0.00011635239634455977
0.78499999999999992,0.0001153996486778389
0.79499999999999993,0.0001100624152759642
