,l,ANNzC_l,ANNzC_lErr,sdssC_l,sdssC_lErr
0,6,0.00477619956172,0.0018321194027,0.00467392109496,0.00180383176392
1,16,0.00195380515945,0.00037425360864,0.0019402118743,0.000374174921808
2,26,0.000692658180601,0.000114658561724,0.00068218284069,0.000115431684112
3,36,0.000538272987946,7.58110163601e-05,0.000537835629988,7.71461400987e-05
4,46,0.000409942181001,5.01966123927e-05,0.000402914056843,5.09279691048e-05
5,56,0.000300937225069,3.33366690862e-05,0.000294919167435,3.39096844889e-05
6,66,0.000172632374986,1.93627450535e-05,0.000172625222153,1.99556088741e-05
7,76,0.000123945037005,1.34312472417e-05,0.000120482458724,1.37357246138e-05
8,86,7.76567029261e-05,8.91736284515e-06,7.63561459097e-05,9.09872120274e-06
9,96,5.78375682565e-05,6.6199564733e-06,5.56939673503e-05,6.7184303075e-06
10,106,3.5670418014e-05,4.60910258394e-06,3.43233625425e-05,4.73954121917e-06
11,116,2.44533535954e-05,3.5943811939e-06,2.34938859464e-05,3.73821749284e-06
12,126,1.75309581073e-05,2.87168652072e-06,1.71244895472e-05,2.99093185324e-06
13,136,1.45161408688e-05,2.39963518692e-06,1.46577811058e-05,2.53659443119e-06
14,146,1.25669294967e-05,2.01265035762e-06,1.21500515543e-05,2.12851958744e-06
15,156,9.25067920321e-06,1.69892601355e-06,9.04394762327e-06,1.78782910079e-06
16,166,9.30024271313e-06,1.58407789936e-06,8.7426612747e-06,1.67200722699e-06
17,176,7.64397284276e-06,1.46002841358e-06,7.30316878018e-06,1.54993774426e-06
18,186,9.44457540392e-06,1.46499875622e-06,9.43625097326e-06,1.52431704094e-06
19,196,8.00564106971e-06,1.32907910839e-06,7.88823162179e-06,1.39459010332e-06
20,206,9.51189952435e-06,1.28199170053e-06,9.12657120864e-06,1.32788174712e-06
21,216,8.70059564653e-06,1.17560773408e-06,8.4288304003e-06,1.22861847083e-06
22,226,6.68199683318e-06,1.07481699666e-06,6.61235809165e-06,1.11740836892e-06
23,236,5.65276519036e-06,9.71316413892e-07,5.62042608858e-06,1.02070493479e-06
24,246,5.21073420016e-06,8.82471715607e-07,5.08120841973e-06,9.11881684336e-07
25,256,4.43625147416e-06,8.09464576253e-07,4.38019605797e-06,8.46256622393e-07
26,266,2.94259301449e-06,7.22657227032e-07,2.91894409888e-06,7.69240280719e-07
27,276,2.20576293303e-06,6.91340359824e-07,2.17987314512e-06,7.20882022634e-07
28,286,2.64976049326e-06,6.56271283678e-07,2.47946858713e-06,6.91467841826e-07
29,296,2.30050471012e-06,6.35595628745e-07,2.4652548377e-06,6.65638776355e-07
30,306,2.47324027993e-06,5.99831882323e-07,2.4638159617e-06,6.29611232837e-07
31,316,3.07284979264e-06,5.86167530696e-07,3.08372514804e-06,6.08460948149e-07
32,326,2.63155779422e-06,5.91627679436e-07,2.57400036488e-06,6.16867759085e-07
33,336,2.88705067106e-06,5.49958363382e-07,2.95045841535e-06,5.82129500953e-07
34,346,2.75882798283e-06,5.3707976652e-07,2.7610571262e-06,5.56926507125e-07
35,356,2.33512691819e-06,4.99429947378e-07,2.19875750126e-06,5.23624678775e-07
36,366,2.34252155e-06,4.73130380191e-07,2.25677555779e-06,4.91968415213e-07
37,376,2.4137961387e-06,4.67101636178e-07,2.44924512056e-06,4.91084656785e-07
38,386,2.23114496783e-06,4.56835333974e-07,2.24233230334e-06,4.68143379709e-07
39,396,2.13646972075e-06,4.39078877157e-07,2.17159568746e-06,4.62606172971e-07
40,406,1.90882915799e-06,4.11047941249e-07,1.6907367516e-06,4.32495235503e-07
41,416,1.862908083e-06,3.97914905443e-07,1.62091910406e-06,4.14896492161e-07
42,426,1.18136322487e-06,3.86100251901e-07,1.20292603431e-06,3.96736025685e-07
43,436,1.28924234086e-06,3.80716451303e-07,1.14372339048e-06,3.97491003333e-07
44,446,1.33678996898e-06,3.66523284533e-07,1.34304705154e-06,3.84103333375e-07
45,456,1.0927580166e-06,3.60291339223e-07,1.06919527132e-06,3.7939887071e-07
46,466,1.39942432782e-06,3.53888402411e-07,1.30049663748e-06,3.69879721917e-07
47,476,1.57792675162e-06,3.48300392457e-07,1.54942695053e-06,3.58821177437e-07
48,486,1.56381461584e-06,3.4108739367e-07,1.52746387942e-06,3.45902102307e-07
49,496,1.53816015419e-06,3.39857481216e-07,1.59754516521e-06,3.52628618569e-07
50,506,1.49256496511e-06,3.17442053554e-07,1.46784894964e-06,3.31930766196e-07
