,l,ANNzC_l,ANNzC_lErr,sdssC_l,sdssC_lErr
0,6,0.0046139982784,0.0017665803314,0.00493308531201,0.00188078402261
1,16,0.00192870335082,0.000384205451604,0.00197075814314,0.000400889872834
2,26,0.000673694580961,0.000118970024716,0.000673315437009,0.000124155631113
3,36,0.000508223103365,7.88967849284e-05,0.000515741575898,8.39220212839e-05
4,46,0.000399238212019,5.0910560368e-05,0.000393321958221,5.29224950037e-05
5,56,0.000282313218257,3.39457455178e-05,0.000291462556293,3.63090403438e-05
6,66,0.000155440015882,1.9257941629e-05,0.000160893842961,2.13004105185e-05
7,76,0.000112507044724,1.37475340851e-05,0.000113971052844,1.48455645568e-05
8,86,7.88959894541e-05,9.37662912131e-06,8.27570341939e-05,1.02555348517e-05
9,96,5.38398576848e-05,7.01143810582e-06,5.42923859953e-05,7.45530775918e-06
10,106,3.35362516666e-05,5.01806796088e-06,3.66147231375e-05,5.39620048082e-06
11,116,2.48854889378e-05,3.79784602166e-06,2.42342377435e-05,3.99820205898e-06
12,126,1.81849319966e-05,3.17503021521e-06,1.84059010539e-05,3.32092101048e-06
13,136,1.44829260964e-05,2.56957962915e-06,1.44922314409e-05,2.67479602665e-06
14,146,1.10450978586e-05,2.12702840267e-06,1.14193096346e-05,2.23643727528e-06
15,156,8.05137932692e-06,1.93545476308e-06,8.59483242652e-06,2.00686637193e-06
16,166,8.13380974127e-06,1.77185849181e-06,8.41865738838e-06,1.85303385289e-06
17,176,8.52897333934e-06,1.61728684729e-06,8.5796342211e-06,1.63757939544e-06
18,186,9.18896225258e-06,1.58235941514e-06,9.26103195934e-06,1.64920463284e-06
19,196,9.17090945108e-06,1.53516144558e-06,9.11311543387e-06,1.60345977002e-06
20,206,9.51755608936e-06,1.4046981084e-06,1.00306848641e-05,1.45762904965e-06
21,216,8.3226468567e-06,1.30645071574e-06,8.99917172056e-06,1.37417273891e-06
22,226,6.9649322301e-06,1.16936267783e-06,6.91723864941e-06,1.23089017388e-06
23,236,6.24313739373e-06,1.08030485969e-06,6.03071311236e-06,1.09999380525e-06
24,246,5.65768324426e-06,9.86811078247e-07,5.33073187695e-06,1.01593601804e-06
25,256,4.88520602172e-06,9.08644918816e-07,4.87438124219e-06,9.34195016598e-07
26,266,3.52710040474e-06,8.34690587951e-07,3.09291774013e-06,8.40648582535e-07
27,276,2.91380340835e-06,7.92243400311e-07,2.78367225509e-06,8.17439671994e-07
28,286,2.92369955326e-06,7.58301668711e-07,2.97936379073e-06,7.8733287311e-07
29,296,2.75610393853e-06,7.15326617188e-07,2.63338176801e-06,7.34096664693e-07
30,306,3.07957494549e-06,6.93974228531e-07,2.87834969288e-06,7.15290825146e-07
31,316,3.1261957135e-06,6.71286076231e-07,2.98987917741e-06,6.87020240374e-07
32,326,3.91148203081e-06,6.61506653904e-07,3.63531023292e-06,6.83531013743e-07
33,336,3.04235854203e-06,6.31413491394e-07,2.9032804537e-06,6.38196458423e-07
34,346,2.99743101047e-06,6.08391574719e-07,3.06404239348e-06,6.22064151443e-07
35,356,2.56413535025e-06,5.81597644147e-07,2.67788355176e-06,6.02938455689e-07
36,366,2.6762904344e-06,5.65359359727e-07,2.62111197972e-06,5.78466469788e-07
37,376,2.82473653445e-06,5.51896113934e-07,2.46652011132e-06,5.6205992103e-07
38,386,2.30383646934e-06,5.2354282823e-07,2.31893827158e-06,5.32914323515e-07
39,396,2.03271819231e-06,4.9818645119e-07,2.03127715536e-06,5.01629354963e-07
40,406,2.21813106416e-06,4.7939482206e-07,2.13560546859e-06,4.89280300293e-07
41,416,1.63034266897e-06,4.59395516057e-07,1.63765839782e-06,4.66801253403e-07
42,426,1.43248449596e-06,4.46554637998e-07,1.32453476929e-06,4.54322716886e-07
43,436,1.35479367847e-06,4.35585136304e-07,1.23201724735e-06,4.47051645879e-07
44,446,1.85288775917e-06,4.248675804e-07,1.7572680103e-06,4.31706777202e-07
45,456,1.40923845922e-06,4.2117360673e-07,1.4105555869e-06,4.32769452226e-07
46,466,1.45784846237e-06,4.04609915427e-07,1.35381897943e-06,4.1276899686e-07
47,476,1.65234947898e-06,3.95496726801e-07,1.66840404025e-06,4.03575973536e-07
48,486,1.48903651627e-06,3.89893724792e-07,1.48866397717e-06,3.95509443051e-07
49,496,1.72265655072e-06,3.82844606276e-07,1.75249190083e-06,3.92400996089e-07
50,506,1.6595715563e-06,3.80955851971e-07,1.58356196601e-06,3.82644300242e-07
